6,6547168331,13
1,1351342827,3
2,1351342827,6
3,1351342827,10
4,1351342827,6
1,0062980915,7
4,0062980915,16
5,0062980915,18
1,0429966248,17
3,0429966248,8
6,0429966248,9
2,4066450304,15
4,4066450304,6
5,4066450304,9
6,4066450304,20
3,0521004799,6
4,0521004799,6
5,0521004799,11
2,1612513584,4
4,1612513584,10
5,1612513584,6
3,1135119836,6
4,1135119836,5
5,1135119836,5
6,1135119836,20
1,1473545373,14
1,0807056424,3
2,0807056424,5
2,1783461998,18
3,1783461998,14
4,1783461998,14
5,1783461998,13
6,1783461998,17
1,1612513027,16
2,1612513027,5
3,1612513027,13
4,1612513027,7
1,0786747771,14
3,0786747771,20
5,0786747771,17
1,1474468626,18
2,1474468626,9
5,1474468626,6
6,1474468626,10
1,1849088305,4
4,1849088305,9
5,1849088305,17
6,1849088305,7
2,1982170462,6
4,1982170462,4
2,1476737997,6
3,1476737997,4
4,1476737997,11
5,1476737997,6
6,1476737997,14
1,0128215388,14
2,0128215388,8
3,0128215388,13
5,0128215388,18
6,0128215388,17
2,3540475712,19
3,3540475712,10
4,3540475712,15
5,3540475712,12
6,3540475712,5
1,0486659695,20
3,0486659695,15
4,0486659695,7
5,0486659695,3
1,3662530450,16
2,3662530450,7
4,3662530450,12
5,3662530450,12
6,3662530450,13
2,1416539322,17
3,1416539322,17
4,1416539322,16
5,1416539322,10
1,1402016638,13
3,1402016638,3
4,1402016638,15
5,1402016638,8
1,0801493633,5
3,0801493633,13
5,0801493633,20
4,1118230619,15
6,1118230619,9
1,1609774851,19
2,1609774851,10
2,1641712415,9
3,1641712415,20
4,1641712415,3
6,1641712415,8
2,1439630792,16
5,1439630792,9
6,1439630792,17
1,1108021593,8
5,1108021593,17
6,1108021593,16
1,1787019249,10
5,1787019249,9
2,0571268412,8
4,0571268412,5
1,1537809588,18
2,1537809588,3
3,1537809588,13
5,1537809588,11
1,1760341480,18
2,1760341480,18
4,1760341480,4
5,1760341480,9
1,1775413493,11
4,1775413493,3
6,1775413493,9
1,0199568918,16
2,0199568918,9
3,0199568918,11
4,0199568918,13
6,0199568918,9
2,0141904320,8
3,0141904320,14
4,0141904320,14
1,0226738840,5
2,0226738840,16
4,0226738840,4
5,0226738840,10
6,0226738840,17
1,1616403591,18
2,1616403591,17
3,1616403591,10
4,1616403591,14
5,1616403591,13
6,1616403591,12
1,0192805835,10
2,0192805835,12
3,0192805835,20
4,0192805835,9
1,1623565251,14
3,1623565251,9
5,1623565251,12
6,1623565251,6
1,0307784025,15
5,0307784025,8
6,0307784025,4
6,1439108366,8
2,1481791823,16
3,1481791823,12
5,1481791823,15
3,1524761356,4
4,1524761356,15
2,0756417109,14
5,0756417109,20
6,0756417109,11
1,3732623518,9
2,3732623518,16
3,3732623518,14
6,3732623518,20
3,0369406996,20
4,0369406996,3
5,0369406996,5
6,0369406996,9
2,1781853603,17
4,1781853603,12
5,1781853603,6
6,1781853603,18
2,0553897777,5
4,0553897777,10
5,0553897777,13
6,0553897777,20
2,6555523683,5
3,6555523683,17
6,6555523683,20
1,1101078242,4
2,1101078242,10
3,1101078242,19
4,1101078242,5
5,1101078242,7
6,1101078242,12
3,1846285615,18
4,1846285615,11
5,1846285615,16
1,1067880060,13
3,1067880060,13
4,1067880060,8
1,0415238587,15
2,0415238587,4
4,0415238587,5
5,0415238587,6
1,1461509813,7
2,1461509813,14
5,1461509813,19
2,0230282179,8
3,0230282179,6
4,0230282179,18
5,0230282179,19
6,0230282179,13
1,1982140113,6
2,1982140113,11
3,1982140113,11
6,1982140113,16
2,1119277347,14
4,1119277347,4
5,1119277347,12
6,1119277347,9
1,0132119177,12
2,0132119177,15
4,0132119177,15
5,0132119177,12
4,1627794107,20
5,1627794107,13
1,1430244356,20
2,1430244356,13
5,1430244356,14
1,047055262X,20
3,047055262X,15
6,047055262X,4
1,1848606456,14
3,1848606456,18
4,1848606456,14
6,1848606456,17
1,0596004194,15
2,0596004194,14
3,0596004194,10
4,0596004194,6
2,1491914335,9
6,1491914335,20
1,1449369897,6
2,1449369897,9
6,1449369897,9
5,0262046305,17
1,1462825710,5
4,1462825710,4
5,1462825710,12
1,0198032076,13
4,0198032076,9
1,1620558621,17
2,1620558621,6
3,1620558621,8
5,1620558621,17
2,1000519853,18
3,1000519853,4
5,1000519853,19
6,1000519853,17
1,1134903528,7
3,1134903528,13
5,1134903528,20
2,0300154047,4
4,0300154047,11
6,0300154047,11
1,8178355019,5
3,8178355019,17
4,8178355019,19
6,8178355019,15
1,3658120535,11
2,3658120535,6
3,3658120535,19
1,9811569685,17
3,9811569685,12
4,9811569685,7
1,1551303345,7
2,1551303345,8
5,1551303345,4
1,1108844406,5
2,1108844406,3
3,1108844406,13
4,1108844406,12
5,1108844406,12
6,1108844406,17
1,3030123505,14
3,3030123505,19
5,3030123505,17
6,3030123505,19
2,3319788197,11
3,3319788197,3
4,3319788197,9
1,3319754444,7
2,3319754444,15
3,3319754444,6
6,3319754444,6
1,0853238251,8
2,0853238251,19
5,0853238251,20
6,0853238251,9
3,1409493983,6
5,1409493983,17
1,0190939946,14
2,0190939946,15
4,0190939946,10
5,0190939946,3
6,0190939946,14
1,0316206723,14
2,0316206723,14
3,0316206723,4
4,0316206723,14
6,0316206723,14
2,0571308798,11
5,0571308798,7
1,0786494507,17
2,0786494507,7
3,0786494507,3
4,0786494507,20
5,0198795551,19
1,1134885787,15
3,1134885787,17
5,1134885787,11
6,1134885787,11
6,1292341514,8
1,1892005540,13
2,1892005540,11
3,1892005540,16
4,1892005540,3
5,1892005540,13
1,1462523009,19
2,1462523009,3
4,1462523009,9
5,1462523009,18
1,0143105824,15
2,0143105824,12
3,0143105824,11
4,0143105824,18
5,0143105824,13
6,0143105824,9
1,1101475164,7
2,1101475164,6
3,1101475164,4
4,1101475164,9
6,1101475164,8
1,0618871713,16
2,0618871713,4
4,0618871713,7
5,0618871713,12
6,0618871713,18
